|Team|Link|Age|AbroadPlayers|Value|Difference|Year|Country|StadiumCapacity|StadiumName|SquadSize|TopArrival|TopDeparture|IncomeValue|ExpenditureValues|OverallBalance
665|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2014|22,9|25|65.58m|1.53m|2014|Scotland|60.832 Seats|Celtic Park|43|2.53m|12.50m|14.00m|2.67m|+11.33m
666|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2014|22,7|12|11.08m|308k|2014|Scotland|22.199 Seats|Pittodrie Stadium|36|400k|Free transfer|0|400k|-400k
667|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2014|25,2|6|9.40m|285k|2014|Scotland|10.696 Seats|McDiarmid Park|33|Free transfer|1.00m|1.00m|0|+1.00m
668|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2014|22,9|17|8.65m|222k|2014|Scotland|13.750 Seats|Fir Park|39|Free transfer|350k|350k|0|+350k
669|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2014|22,0|11|5.75m|192k|2014|Scotland|18.128 Seats|Rugby Park|30|Free transfer|200k|200k|0|+200k
670|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2015|23,0|24|55.90m|1.33m|2015|Scotland|60.832 Seats|Celtic Park|42|7.50m|15.70m|19.18m|15.10m|+4.07m
671|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2015|23,8|15|10.73m|315k|2015|Scotland|22.199 Seats|Pittodrie Stadium|34|Free transfer|Free transfer|0|0|0
672|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2015|25,3|9|9.73m|286k|2015|Scotland|10.696 Seats|McDiarmid Park|34|Free transfer|Free transfer|0|0|0
673|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2015|22,4|13|7.73m|184k|2015|Scotland|18.128 Seats|Rugby Park|42|Free transfer|Free transfer|0|0|0
674|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2015|23,7|15|6.93m|210k|2015|Scotland|13.750 Seats|Fir Park|33|Free transfer|Free transfer|0|0|0
675|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2016|23,0|24|59.28m|1.26m|2016|Scotland|60.832 Seats|Celtic Park|47|4.10m|2.30m|3.50m|9.40m|-5.90m
676|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2016|23,1|16|11.48m|338k|2016|Scotland|22.199 Seats|Pittodrie Stadium|34|Free transfer|Free transfer|0|0|0
677|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2016|24,6|9|7.20m|218k|2016|Scotland|10.696 Seats|McDiarmid Park|33|Free transfer|Free transfer|0|0|0
678|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2016|21,4|25|5.68m|126k|2016|Scotland|18.128 Seats|Rugby Park|45|Free transfer|930k|1.23m|0|+1.23m
679|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2016|23,5|18|5.33m|137k|2016|Scotland|13.750 Seats|Fir Park|39|Free transfer|760k|880k|0|+880k
680|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2017|23,1|22|69.05m|1.50m|2017|Scotland|60.832 Seats|Celtic Park|46|5.00m|1.40m|1.52m|12.05m|-10.53m
681|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2017|24,0|16|11.63m|375k|2017|Scotland|22.199 Seats|Pittodrie Stadium|31|450k|1.47m|1.80m|672k|+1.13m
682|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2017|23,9|8|11.40m|335k|2017|Scotland|18.128 Seats|Rugby Park|34|Free transfer|Free transfer|0|0|0
683|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2017|24,4|11|7.70m|214k|2017|Scotland|10.696 Seats|McDiarmid Park|36|Free transfer|Free transfer|0|0|0
684|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2017|23,0|22|6.43m|165k|2017|Scotland|13.750 Seats|Fir Park|39|12k|511k|941k|12k|+930k
685|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2018|23,6|26|87.45m|1.90m|2018|Scotland|60.832 Seats|Celtic Park|46|10.30m|22.00m|31.09m|14.53m|+16.56m
686|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2018|23,2|29|14.05m|287k|2018|Scotland|13.750 Seats|Fir Park|49|Free transfer|1.10m|1.10m|0|+1.10m
687|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2018|23,5|17|11.90m|350k|2018|Scotland|22.199 Seats|Pittodrie Stadium|34|265k|Free transfer|0|265k|-265k
688|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2018|24,5|12|11.53m|339k|2018|Scotland|18.128 Seats|Rugby Park|34|Free transfer|Free transfer|0|0|0
689|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2018|23,9|15|11.28m|268k|2018|Scotland|10.696 Seats|McDiarmid Park|42|Free transfer|Free transfer|0|0|0
690|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2009|24,4|8|12.45m|377k|2009|Finland|10.770 Seats|Telia 5G Areena|35|Free transfer|150k|150k|0|+150k
691|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2009|21,3|9|6.45m|208k|2009|Finland|9.000 Seats|Veritas Stadion|37|Free transfer|Free transfer|0|0|0
692|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2009|23,0|11|6.25m|272k|2009|Finland|4.000 Seats|Wiklöf Holding Arena|27|Free transfer|Free transfer|0|0|0
693|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2009|24,2|4|4.90m|233k|2009|Finland|6.005 Seats|Elisa Stadion|25|Free transfer|Free transfer|0|0|0
694|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2009|23,2|6|3.18m|122k|2009|Finland|4.700 Seats|Savon Sanomat Areena|29|Free transfer|Free transfer|0|0|0
695|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2010|23,5|9|12.85m|313k|2010|Finland|10.770 Seats|Telia 5G Areena|42|Free transfer|250k|250k|0|+250k
696|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2010|22,6|13|6.98m|205k|2010|Finland|9.000 Seats|Veritas Stadion|34|Free transfer|Free transfer|0|0|0
697|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2010|23,2|7|5.95m|198k|2010|Finland|4.700 Seats|Savon Sanomat Areena|30|Free transfer|Free transfer|0|0|0
698|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2010|23,9|7|4.90m|196k|2010|Finland|6.005 Seats|Elisa Stadion|26|Free transfer|Free transfer|0|0|0
699|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2010|23,0|11|4.85m|173k|2010|Finland|4.000 Seats|Wiklöf Holding Arena|32|Free transfer|Free transfer|0|0|0
700|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2011|24,0|6|13.53m|330k|2011|Finland|10.770 Seats|Telia 5G Areena|43|200k|1.50m|2.75m|420k|+2.33m
701|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2011|24,0|19|8.68m|202k|2011|Finland|4.700 Seats|Savon Sanomat Areena|43|Free transfer|Free transfer|0|0|0
702|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2011|23,9|8|4.20m|135k|2011|Finland|6.005 Seats|Elisa Stadion|31|Free transfer|30k|30k|0|+30k
703|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2011|22,1|8|4.15m|160k|2011|Finland|9.000 Seats|Veritas Stadion|27|Free transfer|Free transfer|0|0|0
704|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2011|23,1|15|4.08m|120k|2011|Finland|4.000 Seats|Wiklöf Holding Arena|34|Free transfer|Free transfer|0|0|0
705|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2012|25,1|3|12.78m|376k|2012|Finland|10.770 Seats|Telia 5G Areena|37|Free transfer|Free transfer|0|0|0
706|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2012|23,6|13|8.05m|183k|2012|Finland|4.700 Seats|Savon Sanomat Areena|46|Free transfer|Free transfer|0|0|0
707|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2012|22,3|12|6.95m|178k|2012|Finland|9.000 Seats|Veritas Stadion|40|Free transfer|Free transfer|0|0|0
708|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2012|22,8|25|4.18m|87k|2012|Finland|4.000 Seats|Wiklöf Holding Arena|50|Free transfer|500k|500k|0|+500k
709|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2012|23,5|11|3.95m|127k|2012|Finland|6.005 Seats|Elisa Stadion|33|Free transfer|Free transfer|0|0|0
710|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2013|22,7|5|8.90m|207k|2013|Finland|10.770 Seats|Telia 5G Areena|56|250k|500k|950k|250k|+700k
711|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2013|23,8|7|5.88m|245k|2013|Finland|9.000 Seats|Veritas Stadion|42|Free transfer|Free transfer|0|0|0
712|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2013|24,6|14|4.43m|148k|2013|Finland|4.000 Seats|Wiklöf Holding Arena|41|Free transfer|Free transfer|0|0|0
713|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2013|24,8|7|2.80m|117k|2013|Finland|6.005 Seats|Elisa Stadion|32|Free transfer|Free transfer|0|0|0
714|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2013|21,5|8|2.40m|83k|2013|Finland|4.700 Seats|Savon Sanomat Areena|39|Free transfer|Free transfer|0|0|0
715|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2014|22,7|15|15.35m|252k|2014|Finland|10.770 Seats|Telia 5G Areena|67|Free transfer|Free transfer|0|0|0
716|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2014|23,2|13|5.90m|184k|2014|Finland|9.000 Seats|Veritas Stadion|38|Free transfer|Free transfer|0|0|0
717|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2014|23,1|11|4.70m|115k|2014|Finland|6.005 Seats|Elisa Stadion|49|Free transfer|Free transfer|0|0|0
718|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2014|22,5|12|4.10m|117k|2014|Finland|4.000 Seats|Wiklöf Holding Arena|35|Free transfer|Free transfer|0|0|0
719|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2014|22,0|12|3.90m|115k|2014|Finland|4.700 Seats|Savon Sanomat Areena|41|Free transfer|Free transfer|0|0|0
720|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2015|22,9|17|15.20m|323k|2015|Finland|10.770 Seats|Telia 5G Areena|51|Free transfer|350k|350k|0|+350k
721|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2015|22,7|10|4.85m|147k|2015|Finland|9.000 Seats|Veritas Stadion|40|Free transfer|Free transfer|0|0|0
722|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2015|23,8|12|4.45m|111k|2015|Finland|6.005 Seats|Elisa Stadion|43|Free transfer|Free transfer|0|0|0
723|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2015|26,1|10|3.00m|143k|2015|Finland|4.000 Seats|Wiklöf Holding Arena|22|Free transfer|Free transfer|0|0|0
724|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2015|22,3|11|2.28m|69k|2015|Finland|4.700 Seats|Savon Sanomat Areena|34|Free transfer|Free transfer|0|0|0
725|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2016|22,7|19|9.93m|211k|2016|Finland|10.770 Seats|Telia 5G Areena|47|500k|Free transfer|0|500k|-500k
726|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2016|23,4|9|3.88m|111k|2016|Finland|9.000 Seats|Veritas Stadion|35|Free transfer|Free transfer|0|0|0
727|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2016|24,4|15|3.85m|113k|2016|Finland|4.000 Seats|Wiklöf Holding Arena|34|Free transfer|Free transfer|0|0|0
728|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2016|21,5|7|3.78m|130k|2016|Finland|4.700 Seats|Savon Sanomat Areena|29|Free transfer|Free transfer|0|0|0
729|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2016|23,8|6|2.45m|107k|2016|Finland|6.005 Seats|Elisa Stadion|23|Free transfer|Free transfer|0|0|0
730|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2017|21,9|14|6.55m|149k|2017|Finland|10.770 Seats|Telia 5G Areena|44|100k|1.20m|1.76m|130k|+1.63m
731|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2017|22,1|11|5.15m|156k|2017|Finland|4.700 Seats|Savon Sanomat Areena|33|Free transfer|Free transfer|0|0|0
732|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2017|24,3|20|4.55m|117k|2017|Finland|4.000 Seats|Wiklöf Holding Arena|39|Free transfer|Free transfer|0|0|0
733|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2017|23,5|13|3.35m|96k|2017|Finland|6.005 Seats|Elisa Stadion|35|Free transfer|Free transfer|0|0|0
734|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2017|22,1|6|2.89m|90k|2017|Finland|9.000 Seats|Veritas Stadion|32|Free transfer|Free transfer|0|0|0
735|HJK Helsinki|/hjk-helsinki/startseite/verein/1008/saison_id/2018|23,0|16|8.03m|171k|2018|Finland|10.770 Seats|Telia 5G Areena|47|Free transfer|Free transfer|0|0|0
736|KuPS|/kuopion-palloseura/startseite/verein/6251/saison_id/2018|22,5|12|4.45m|127k|2018|Finland|4.700 Seats|Savon Sanomat Areena|35|Free transfer|275k|275k|0|+275k
737|FC Inter|/fc-inter-turku/startseite/verein/8042/saison_id/2018|22,9|9|3.55m|122k|2018|Finland|9.000 Seats|Veritas Stadion|29|Free transfer|Free transfer|0|0|0
738|VPS|/vaasan-palloseura/startseite/verein/1102/saison_id/2018|21,7|7|2.10m|68k|2018|Finland|6.005 Seats|Elisa Stadion|31|Free transfer|Free transfer|0|0|0
739|IFK Mariehamn|/ifk-mariehamn/startseite/verein/6017/saison_id/2018|22,9|10|2.03m|81k|2018|Finland|4.000 Seats|Wiklöf Holding Arena|25|Free transfer|Free transfer|0|0|0
740|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2009|23,3|13|28.05m|801k|2009|Norway|21.510 Seats|Lerkendal Stadion|37|450k|3.50m|6.65m|635k|+6.02m
741|Molde FK|/molde-fk/startseite/verein/687/saison_id/2009|24,0|10|14.85m|530k|2009|Norway|11.800 Seats|Aker Stadion|31|500k|4.50m|4.50m|800k|+3.70m
742|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2009|24,7|8|10.00m|345k|2009|Norway|17.333 Seats|Intility Arena|34|Free transfer|340k|340k|0|+340k
743|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2009|22,8|10|9.25m|330k|2009|Norway|11.637 Seats|?r?sen stadion|30|30k|2.00m|2.00m|30k|+1.97m
744|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2009|22,4|8|6.08m|217k|2009|Norway|8.935 Seats|Marienlyst Stadion|29|Free transfer|Free transfer|0|0|0
745|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2009|24,7|11|2.38m|103k|2009|Norway|8.983 Seats|Haugesund Stadion|23|Free transfer|Free transfer|0|0|0
746|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2010|23,3|15|34.95m|852k|2010|Norway|21.510 Seats|Lerkendal Stadion|41|1.07m|2.00m|4.05m|1.47m|+2.58m
747|Molde FK|/molde-fk/startseite/verein/687/saison_id/2010|23,1|15|22.75m|569k|2010|Norway|11.800 Seats|Aker Stadion|40|600k|Free transfer|0|1.00m|-1.00m
748|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2010|23,5|11|14.65m|523k|2010|Norway|17.333 Seats|Intility Arena|28|Free transfer|1.00m|1.00m|0|+1.00m
749|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2010|22,3|13|9.88m|329k|2010|Norway|11.637 Seats|?r?sen stadion|30|Free transfer|Free transfer|0|0|0
750|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2010|21,4|5|8.18m|264k|2010|Norway|8.935 Seats|Marienlyst Stadion|31|Free transfer|1.50m|1.50m|0|+1.50m
751|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2010|23,6|10|5.35m|184k|2010|Norway|8.983 Seats|Haugesund Stadion|29|Free transfer|Free transfer|0|0|0
752|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2011|22,7|12|24.18m|780k|2011|Norway|21.510 Seats|Lerkendal Stadion|41|1.00m|2.60m|3.10m|3.17m|-70k
753|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2011|24,4|12|15.28m|493k|2011|Norway|11.637 Seats|?r?sen stadion|34|200k|2.30m|3.15m|200k|+2.95m
754|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2011|22,5|13|14.88m|438k|2011|Norway|17.333 Seats|Intility Arena|44|200k|1.20m|1.20m|330k|+870k
755|Molde FK|/molde-fk/startseite/verein/687/saison_id/2011|22,7|9|12.73m|489k|2011|Norway|11.800 Seats|Aker Stadion|32|1.00m|2.40m|2.90m|1.00m|+1.90m
756|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2011|22,7|9|8.13m|290k|2011|Norway|8.983 Seats|Haugesund Stadion|33|100k|Free transfer|0|100k|-100k
757|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2011|21,7|7|7.00m|226k|2011|Norway|8.935 Seats|Marienlyst Stadion|37|Free transfer|Free transfer|0|0|0
758|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2012|23,4|14|26.38m|754k|2012|Norway|21.510 Seats|Lerkendal Stadion|39|1.10m|2.50m|4.65m|3.78m|+875k
759|Molde FK|/molde-fk/startseite/verein/687/saison_id/2012|21,8|15|23.80m|553k|2012|Norway|11.800 Seats|Aker Stadion|47|500k|3.50m|5.20m|975k|+4.23m
760|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2012|22,3|12|19.35m|509k|2012|Norway|17.333 Seats|Intility Arena|39|500k|2.80m|3.40m|1.15m|+2.25m
761|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2012|21,8|6|12.83m|377k|2012|Norway|8.935 Seats|Marienlyst Stadion|37|275k|2.20m|2.20m|275k|+1.93m
762|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2012|24,0|8|11.53m|397k|2012|Norway|11.637 Seats|?r?sen stadion|31|300k|3.00m|3.50m|300k|+3.20m
763|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2012|23,4|11|11.25m|375k|2012|Norway|8.983 Seats|Haugesund Stadion|31|Free transfer|1.00m|1.00m|0|+1.00m
764|Molde FK|/molde-fk/startseite/verein/687/saison_id/2013|22,5|11|25.55m|691k|2013|Norway|11.800 Seats|Aker Stadion|43|2.00m|3.00m|4.20m|2.63m|+1.58m
765|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2013|23,6|10|23.15m|798k|2013|Norway|21.510 Seats|Lerkendal Stadion|34|800k|3.00m|3.00m|1.30m|+1.70m
766|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2013|22,8|9|14.50m|403k|2013|Norway|8.935 Seats|Marienlyst Stadion|45|Free transfer|2.41m|2.76m|0|+2.76m
767|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2013|24,1|9|9.60m|417k|2013|Norway|8.983 Seats|Haugesund Stadion|28|Free transfer|800k|800k|0|+800k
768|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2013|23,0|8|8.93m|308k|2013|Norway|17.333 Seats|Intility Arena|32|400k|550k|650k|520k|+130k
769|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2013|24,4|5|7.08m|337k|2013|Norway|11.637 Seats|?r?sen stadion|29|85k|400k|400k|145k|+255k
770|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2014|23,0|12|20.93m|654k|2014|Norway|21.510 Seats|Lerkendal Stadion|41|Free transfer|2.40m|4.88m|0|+4.88m
771|Molde FK|/molde-fk/startseite/verein/687/saison_id/2014|23,5|8|20.70m|690k|2014|Norway|11.800 Seats|Aker Stadion|35|Free transfer|1.20m|1.45m|0|+1.45m
772|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2014|23,3|9|16.60m|503k|2014|Norway|8.935 Seats|Marienlyst Stadion|36|Free transfer|2.80m|3.40m|0|+3.40m
773|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2014|23,5|14|13.55m|399k|2014|Norway|8.983 Seats|Haugesund Stadion|37|Free transfer|Free transfer|0|0|0
774|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2014|23,8|5|7.05m|271k|2014|Norway|17.333 Seats|Intility Arena|33|450k|2.25m|2.25m|450k|+1.80m
775|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2014|22,0|9|4.03m|155k|2014|Norway|11.637 Seats|?r?sen stadion|32|150k|Free transfer|0|150k|-150k
776|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2015|23,7|13|22.85m|672k|2015|Norway|21.510 Seats|Lerkendal Stadion|37|400k|3.20m|5.75m|750k|+5.00m
777|Molde FK|/molde-fk/startseite/verein/687/saison_id/2015|23,1|13|18.80m|508k|2015|Norway|11.800 Seats|Aker Stadion|43|Free transfer|2.00m|3.00m|0|+3.00m
778|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2015|23,8|9|16.55m|460k|2015|Norway|8.935 Seats|Marienlyst Stadion|41|95k|2.00m|4.00m|95k|+3.91m
779|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2015|23,5|8|8.73m|336k|2015|Norway|17.333 Seats|Intility Arena|33|Free transfer|175k|175k|0|+175k
780|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2015|21,7|9|6.58m|244k|2015|Norway|8.983 Seats|Haugesund Stadion|30|Free transfer|750k|750k|0|+750k
781|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2015|22,0|9|4.58m|191k|2015|Norway|11.637 Seats|?r?sen stadion|32|Free transfer|400k|400k|0|+400k
782|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2016|23,1|14|24.55m|629k|2016|Norway|21.510 Seats|Lerkendal Stadion|39|800k|2.25m|3.48m|800k|+2.68m
783|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2016|24,0|12|15.80m|376k|2016|Norway|8.935 Seats|Marienlyst Stadion|42|350k|750k|1.35m|350k|+1.00m
784|Molde FK|/molde-fk/startseite/verein/687/saison_id/2016|21,5|15|11.43m|317k|2016|Norway|11.800 Seats|Aker Stadion|36|500k|3.20m|5.00m|600k|+4.40m
785|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2016|22,2|8|10.83m|309k|2016|Norway|17.333 Seats|Intility Arena|35|55k|2.00m|3.00m|55k|+2.95m
786|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2016|22,1|11|7.00m|233k|2016|Norway|8.983 Seats|Haugesund Stadion|30|Free transfer|Free transfer|0|0|0
787|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2016|22,8|14|5.23m|174k|2016|Norway|11.637 Seats|?r?sen stadion|30|Free transfer|1.50m|1.50m|0|+1.50m
788|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2017|22,9|14|23.45m|586k|2017|Norway|21.510 Seats|Lerkendal Stadion|40|1.60m|2.20m|2.20m|4.62m|-2.42m
789|Molde FK|/molde-fk/startseite/verein/687/saison_id/2017|22,3|13|12.70m|385k|2017|Norway|11.800 Seats|Aker Stadion|33|260k|2.00m|2.75m|260k|+2.49m
790|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2017|23,7|3|10.85m|350k|2017|Norway|8.935 Seats|Marienlyst Stadion|31|Free transfer|Free transfer|0|0|0
791|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2017|22,5|14|8.93m|241k|2017|Norway|8.983 Seats|Haugesund Stadion|37|250k|700k|700k|350k|+350k
792|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2017|21,8|14|8.45m|235k|2017|Norway|17.333 Seats|Intility Arena|36|100k|Free transfer|0|100k|-100k
793|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2017|22,8|12|4.73m|169k|2017|Norway|11.637 Seats|?r?sen stadion|28|200k|900k|900k|200k|+700k
794|Rosenborg BK|/rosenborg-trondheim/startseite/verein/195/saison_id/2018|23,2|11|24.25m|638k|2018|Norway|21.510 Seats|Lerkendal Stadion|38|1.10m|1.40m|2.44m|2.00m|+440k
795|Molde FK|/molde-fk/startseite/verein/687/saison_id/2018|22,9|13|15.05m|342k|2018|Norway|11.800 Seats|Aker Stadion|44|1.10m|8.00m|8.00m|2.60m|+5.40m
796|Str?msgodset|/stromsgodset-if/startseite/verein/2817/saison_id/2018|22,2|8|10.75m|250k|2018|Norway|8.935 Seats|Marienlyst Stadion|43|Free transfer|500k|900k|0|+900k
797|V?lerenga|/valerenga-oslo/startseite/verein/76/saison_id/2018|22,8|12|9.03m|258k|2018|Norway|17.333 Seats|Intility Arena|35|Free transfer|755k|755k|0|+755k
798|Lillestr?m SK|/lillestrom-sk/startseite/verein/353/saison_id/2018|23,4|15|7.28m|220k|2018|Norway|11.637 Seats|?r?sen stadion|33|Free transfer|Free transfer|0|0|0
799|Haugesund|/fk-haugesund/startseite/verein/2761/saison_id/2018|21,9|12|6.23m|195k|2018|Norway|8.983 Seats|Haugesund Stadion|32|Free transfer|500k|900k|0|+900k
800|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2009|27,6|20|26.15m|769k|2009|Cyprus|10.230 Seats|Antonis Papadopoulos|35|250k|250k|300k|525k|-225k
801|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2009|26,1|18|24.88m|802k|2009|Cyprus|22.859 Seats|GSP Stadium|31|300k|Free transfer|0|850k|-850k
802|APOEL Nicosia|/apoel-nikosia/startseite/verein/2784/saison_id/2009|27,7|16|17.55m|548k|2009|Cyprus|22.859 Seats|GSP Stadium|32|200k|Free transfer|0|500k|-500k
803|AEL Limassol|/ael-limassol/startseite/verein/786/saison_id/2009|25,6|20|11.45m|327k|2009|Cyprus|13.331 Seats|Tsirion Stadion|35|25k|50k|50k|25k|+25k
804|Apol. Limassol|/apollon-limassol/startseite/verein/429/saison_id/2009|25,7|21|9.43m|349k|2009|Cyprus|13.331 Seats|Tsirion Stadion|27|Free transfer|Free transfer|0|0|0
805|Anorthosis|/anorthosis-famagusta/startseite/verein/3899/saison_id/2010|25,8|27|19.45m|442k|2010|Cyprus|10.230 Seats|Antonis Papadopoulos|44|180k|50k|50k|480k|-430k
806|Omonia Nikosia|/omonia-nikosia/startseite/verein/829/saison_id/2010|26,2|16|18.50m|638k|2010|Cyprus|22.859 Seats|GSP Stadium|29|Free transfer|Free transfer|0|0|0
